id,time
1692162,2012-08-03-13:31:49
1314006,2012-08-03-13:31:49
1639451,2012-08-03-13:31:50
1525340,2012-08-03-13:31:55
1616818,2012-08-03-13:31:55
980543,2012-08-03-13:31:56
835593,2012-08-03-13:31:57
1588488,2012-08-03-13:31:58
1457511,2012-08-03-13:32:09
33739,2012-08-03-13:32:10
491662,2012-08-03-13:32:12
543328,2012-08-03-13:32:12
40081,2012-08-03-13:32:13
1545779,2012-08-03-13:32:14
321178,2012-08-03-13:32:14
387257,2012-08-03-13:32:18
672076,2012-08-03-13:32:19
605156,2012-08-03-13:32:20
57305,2012-08-03-13:32:21
1189225,2012-08-03-13:32:22
1480726,2012-08-03-13:32:25
1617412,2012-08-03-13:32:25
366344,2012-08-03-13:32:27
1545769,2012-08-03-13:32:29
236263,2012-08-03-13:32:32
556074,2012-08-03-13:32:36
1327284,2012-08-03-13:32:36
1222419,2012-08-03-13:32:36
1217000,2012-08-03-13:32:39
531452,2012-08-03-13:32:44
1493966,2012-08-03-13:32:45
1674321,2012-08-03-13:32:47
1521064,2012-08-03-13:32:47
1484188,2012-08-03-13:32:52
245631,2012-08-03-13:32:54
388681,2012-08-03-13:33:00
422359,2012-08-03-13:33:01
1147553,2012-08-03-13:33:03
422710,2012-08-03-13:33:03
1481114,2012-08-03-13:33:05
481098,2012-08-03-13:33:09
1639451,2012-08-03-13:33:11
1003551,2012-08-03-13:33:11
1069009,2012-08-03-13:33:12
1521064,2012-08-03-13:33:13
835593,2012-08-03-13:33:14
1707114,2012-08-03-13:33:18
275921,2012-08-03-13:33:25
42147,2012-08-03-13:33:29
132214,2012-08-03-13:33:32
865782,2012-08-03-13:33:33
4652,2012-08-03-13:33:36
1653190,2012-08-03-13:33:37
1147045,2012-08-03-13:33:40
402458,2012-08-03-13:33:40
1648456,2012-08-03-13:33:42
491662,2012-08-03-13:33:42
455937,2012-08-03-13:33:43
51132,2012-08-03-13:33:45
72591,2012-08-03-13:33:45
1466132,2012-08-03-13:33:46
570357,2012-08-03-13:33:49
42457,2012-08-03-13:33:50
276603,2012-08-03-13:33:52
827368,2012-08-03-13:33:56
1222009,2012-08-03-13:33:58
44230,2012-08-03-13:34:01
1222419,2012-08-03-13:34:02
1450702,2012-08-03-13:34:04
1195712,2012-08-03-13:34:07
1084449,2012-08-03-13:34:09
611379,2012-08-03-13:34:13
448696,2012-08-03-13:34:14
88370,2012-08-03-13:34:15
1233792,2012-08-03-13:34:18
1097093,2012-08-03-13:34:22
360509,2012-08-03-13:34:27
1138025,2012-08-03-13:34:38
964441,2012-08-03-13:34:42
48669,2012-08-03-13:34:42
1236969,2012-08-03-13:34:43
996179,2012-08-03-13:34:43
1033270,2012-08-03-13:34:45
219055,2012-08-03-13:34:45
588546,2012-08-03-13:34:49
421326,2012-08-03-13:34:49
1306183,2012-08-03-13:34:52
1050629,2012-08-03-13:34:58
947462,2012-08-03-13:34:59
198270,2012-08-03-13:34:59
888648,2012-08-03-13:35:01
589626,2012-08-03-13:35:01
269948,2012-08-03-13:35:05
32977,2012-08-03-13:35:10
905021,2012-08-03-13:35:10
1303528,2012-08-03-13:35:10
222334,2012-08-03-13:35:10
83209,2012-08-03-13:35:13
1442418,2012-08-03-13:35:14
790516,2012-08-03-13:35:18
1674321,2012-08-03-13:35:18
542368,2012-08-03-13:35:18
95859,2012-08-03-13:35:19
896674,2012-08-03-13:35:20
608571,2012-08-03-13:35:20
873296,2012-08-03-13:35:22
1222419,2012-08-03-13:35:30
987788,2012-08-03-13:35:31
1548917,2012-08-03-13:35:37
701642,2012-08-03-13:35:37
1205330,2012-08-03-13:35:39
919986,2012-08-03-13:35:39
231551,2012-08-03-13:35:41
47821,2012-08-03-13:35:46
222527,2012-08-03-13:35:48
1624007,2012-08-03-13:35:54
1624007,2012-08-03-13:35:54
566371,2012-08-03-13:35:55
1596678,2012-08-03-13:35:55
545413,2012-08-03-13:35:58
1316589,2012-08-03-13:35:58
1140644,2012-08-03-13:36:00
1290714,2012-08-03-13:36:01
595218,2012-08-03-13:36:02
1006114,2012-08-03-13:36:02
1652394,2012-08-03-13:36:03
1038754,2012-08-03-13:36:06
1207567,2012-08-03-13:36:07
115419,2012-08-03-13:36:09
958136,2012-08-03-13:36:15
19732,2012-08-03-13:36:17
910452,2012-08-03-13:36:18
1454008,2012-08-03-13:36:19
1070722,2012-08-03-13:36:21
484482,2012-08-03-13:36:21
1070722,2012-08-03-13:36:21
1197960,2012-08-03-13:36:26
948869,2012-08-03-13:36:28
489692,2012-08-03-13:36:29
610421,2012-08-03-13:36:30
1521653,2012-08-03-13:36:31
1484988,2012-08-03-13:36:33
868208,2012-08-03-13:36:34
693714,2012-08-03-13:36:34
1611311,2012-08-03-13:36:34
481449,2012-08-03-13:36:35
1358409,2012-08-03-13:36:42
1466465,2012-08-03-13:36:44
1709622,2012-08-03-13:36:45
629929,2012-08-03-13:36:51
1019877,2012-08-03-13:36:51
76846,2012-08-03-13:36:51
1343187,2012-08-03-13:36:53
1343187,2012-08-03-13:36:53
1328219,2012-08-03-13:36:54
29808,2012-08-03-13:36:55
128024,2012-08-03-13:36:56
745398,2012-08-03-13:36:58
225670,2012-08-03-13:36:59
45303,2012-08-03-13:37:02
437124,2012-08-03-13:37:03
112418,2012-08-03-13:37:06
260712,2012-08-03-13:37:07
1534935,2012-08-03-13:37:10
806268,2012-08-03-13:37:14
868459,2012-08-03-13:37:17
1497621,2012-08-03-13:37:17
244004,2012-08-03-13:37:17
1140042,2012-08-03-13:37:18
877841,2012-08-03-13:37:19
1483729,2012-08-03-13:37:20
81474,2012-08-03-13:37:20
1000551,2012-08-03-13:37:22
1219110,2012-08-03-13:37:22
1642529,2012-08-03-13:37:23
375239,2012-08-03-13:37:23
492845,2012-08-03-13:37:26
456949,2012-08-03-13:37:36
948221,2012-08-03-13:37:37
11387,2012-08-03-13:37:38
1488019,2012-08-03-13:37:40
370078,2012-08-03-13:37:42
81740,2012-08-03-13:37:42
1658886,2012-08-03-13:37:43
1140414,2012-08-03-13:37:44
1198000,2012-08-03-13:37:44
289123,2012-08-03-13:37:49
1553979,2012-08-03-13:37:57
671382,2012-08-03-13:37:58
825621,2012-08-03-13:37:59
217420,2012-08-03-13:37:59
1450683,2012-08-03-13:38:00
594500,2012-08-03-13:38:00
293259,2012-08-03-13:38:03
271587,2012-08-03-13:38:05
885327,2012-08-03-13:38:08
242210,2012-08-03-13:38:09
290857,2012-08-03-13:38:10
758885,2012-08-03-13:38:10
267096,2012-08-03-13:38:13
1568117,2012-08-03-13:38:15
1516898,2012-08-03-13:38:20
466624,2012-08-03-13:38:25
228760,2012-08-03-13:38:25
466624,2012-08-03-13:38:25
332296,2012-08-03-13:38:27
969327,2012-08-03-13:38:28
1383653,2012-08-03-13:38:29
537681,2012-08-03-13:38:29
231665,2012-08-03-13:38:29
793856,2012-08-03-13:38:31
471980,2012-08-03-13:38:37
1641942,2012-08-03-13:38:37
830362,2012-08-03-13:38:38
483196,2012-08-03-13:38:40
1003551,2012-08-03-13:38:42
790951,2012-08-03-13:38:45
636500,2012-08-03-13:38:47
81740,2012-08-03-13:38:47
1173606,2012-08-03-13:38:48
1639451,2012-08-03-13:38:50
31665,2012-08-03-13:38:55
930896,2012-08-03-13:38:56
1228145,2012-08-03-13:38:59
1556105,2012-08-03-13:38:59
1611910,2012-08-03-13:38:59
1525095,2012-08-03-13:39:02
1693359,2012-08-03-13:39:03
1046117,2012-08-03-13:39:05
347234,2012-08-03-13:39:06
923788,2012-08-03-13:39:06
325112,2012-08-03-13:39:07
802101,2012-08-03-13:39:09
1687592,2012-08-03-13:39:10
213108,2012-08-03-13:39:10
244559,2012-08-03-13:39:10
405056,2012-08-03-13:39:13
940344,2012-08-03-13:39:15
471991,2012-08-03-13:39:17
1330044,2012-08-03-13:39:17
1599531,2012-08-03-13:39:18
1292855,2012-08-03-13:39:20
1271725,2012-08-03-13:39:21
1197793,2012-08-03-13:39:22
1132328,2012-08-03-13:39:23
36387,2012-08-03-13:39:24
1744215,2012-08-03-13:39:26
561361,2012-08-03-13:39:27
588686,2012-08-03-13:39:27
494490,2012-08-03-13:39:28
677160,2012-08-03-13:39:29
363389,2012-08-03-13:39:30
242039,2012-08-03-13:39:30
1548647,2012-08-03-13:39:33
1250149,2012-08-03-13:39:33
1140414,2012-08-03-13:39:36
1224027,2012-08-03-13:39:37
1050920,2012-08-03-13:39:40
458871,2012-08-03-13:39:40
1495594,2012-08-03-13:39:41
8844,2012-08-03-13:39:45
284930,2012-08-03-13:39:46
56939,2012-08-03-13:39:50
1271458,2012-08-03-13:39:53
1262108,2012-08-03-13:39:56
456081,2012-08-03-13:39:58
3580,2012-08-03-13:40:02
891661,2012-08-03-13:40:02
237080,2012-08-03-13:40:02
1528822,2012-08-03-13:40:04
1762840,2012-08-03-13:40:06
435641,2012-08-03-13:40:06
1262293,2012-08-03-13:40:08
1494868,2012-08-03-13:40:09
423977,2012-08-03-13:40:10
71944,2012-08-03-13:40:11
641440,2012-08-03-13:40:12
412596,2012-08-03-13:40:12
261755,2012-08-03-13:40:14
298246,2012-08-03-13:40:15
102219,2012-08-03-13:40:19
272795,2012-08-03-13:40:19
1330104,2012-08-03-13:40:22
1239543,2012-08-03-13:40:23
345679,2012-08-03-13:40:23
421326,2012-08-03-13:40:26
1139397,2012-08-03-13:40:29
984998,2012-08-03-13:40:33
1703308,2012-08-03-13:40:34
1031374,2012-08-03-13:40:42
1727623,2012-08-03-13:40:45
1577947,2012-08-03-13:40:45
913381,2012-08-03-13:40:49
1263308,2012-08-03-13:40:51
1262704,2012-08-03-13:40:55
427467,2012-08-03-13:40:55
689269,2012-08-03-13:40:57
439833,2012-08-03-13:40:57
556867,2012-08-03-13:41:03
232205,2012-08-03-13:41:11
1271458,2012-08-03-13:41:12
1496525,2012-08-03-13:41:16
236124,2012-08-03-13:41:17
1537106,2012-08-03-13:41:19
211670,2012-08-03-13:41:19
64383,2012-08-03-13:41:21
474686,2012-08-03-13:41:24
1003227,2012-08-03-13:41:26
1222419,2012-08-03-13:41:27
1479389,2012-08-03-13:41:28
1456707,2012-08-03-13:41:29
1342551,2012-08-03-13:41:34
1342551,2012-08-03-13:41:34
644219,2012-08-03-13:41:36
16616,2012-08-03-13:41:36
1462753,2012-08-03-13:41:37
826701,2012-08-03-13:41:40
1493966,2012-08-03-13:41:43
1541647,2012-08-03-13:41:43
1382630,2012-08-03-13:41:44
93895,2012-08-03-13:41:45
508679,2012-08-03-13:41:47
1368946,2012-08-03-13:41:48
1616528,2012-08-03-13:41:50
725474,2012-08-03-13:41:54
1157645,2012-08-03-13:41:55
357670,2012-08-03-13:42:04
461638,2012-08-03-13:42:06
1562274,2012-08-03-13:42:06
1306183,2012-08-03-13:42:06
461638,2012-08-03-13:42:06
478864,2012-08-03-13:42:08
902415,2012-08-03-13:42:09
934739,2012-08-03-13:42:10
582062,2012-08-03-13:42:14
371504,2012-08-03-13:42:15
19658,2012-08-03-13:42:17
711636,2012-08-03-13:42:18
628632,2012-08-03-13:42:21
309649,2012-08-03-13:42:25
91954,2012-08-03-13:42:27
464450,2012-08-03-13:42:28
464450,2012-08-03-13:42:28
1098831,2012-08-03-13:42:29
801725,2012-08-03-13:42:30
244595,2012-08-03-13:42:31
1042540,2012-08-03-13:42:33
239308,2012-08-03-13:42:33
256481,2012-08-03-13:42:34
1785281,2012-08-03-13:42:41
41225,2012-08-03-13:42:42
888049,2012-08-03-13:42:44
225817,2012-08-03-13:42:46
1462455,2012-08-03-13:42:48
1564470,2012-08-03-13:42:49
1521137,2012-08-03-13:42:49
604284,2012-08-03-13:42:54
241509,2012-08-03-13:42:54
1191562,2012-08-03-13:42:56
475744,2012-08-03-13:42:57
460956,2012-08-03-13:42:58
460956,2012-08-03-13:42:58
437674,2012-08-03-13:43:01
493660,2012-08-03-13:43:03
917693,2012-08-03-13:43:03
630972,2012-08-03-13:43:07
1744953,2012-08-03-13:43:10
875426,2012-08-03-13:43:12
501466,2012-08-03-13:43:13
1256513,2012-08-03-13:43:13
1366641,2012-08-03-13:43:15
807987,2012-08-03-13:43:18
987405,2012-08-03-13:43:18
1262108,2012-08-03-13:43:19
507396,2012-08-03-13:43:20
180732,2012-08-03-13:43:21
1581566,2012-08-03-13:43:25
1702142,2012-08-03-13:43:27
1233677,2012-08-03-13:43:29
533699,2012-08-03-13:43:32
630770,2012-08-03-13:43:33
1610081,2012-08-03-13:43:36
1290880,2012-08-03-13:43:38
444710,2012-08-03-13:43:41
1050629,2012-08-03-13:43:41
1593939,2012-08-03-13:43:44
959290,2012-08-03-13:43:45
270846,2012-08-03-13:43:45
1619271,2012-08-03-13:43:48
1009751,2012-08-03-13:43:49
1342977,2012-08-03-13:43:50
1342977,2012-08-03-13:43:50
488408,2012-08-03-13:43:58
1082122,2012-08-03-13:44:05
540203,2012-08-03-13:44:10
81740,2012-08-03-13:44:11
575291,2012-08-03-13:44:12
101434,2012-08-03-13:44:14
1545185,2012-08-03-13:44:15
511028,2012-08-03-13:44:18
576783,2012-08-03-13:44:22
839582,2012-08-03-13:44:25
363247,2012-08-03-13:44:27
1291479,2012-08-03-13:44:27
255674,2012-08-03-13:44:29
885039,2012-08-03-13:44:35
993019,2012-08-03-13:44:35
1558422,2012-08-03-13:44:35
883775,2012-08-03-13:44:36
1581910,2012-08-03-13:44:39
454587,2012-08-03-13:44:40
1717242,2012-08-03-13:44:48
1529465,2012-08-03-13:44:53
862627,2012-08-03-13:44:53
351,2012-08-03-13:45:04
805117,2012-08-03-13:45:08
1693359,2012-08-03-13:45:11
1502077,2012-08-03-13:45:11
807316,2012-08-03-13:45:12
901976,2012-08-03-13:45:12
828152,2012-08-03-13:45:13
577531,2012-08-03-13:45:13
468263,2012-08-03-13:45:19
711679,2012-08-03-13:45:20
1139942,2012-08-03-13:45:21
53453,2012-08-03-13:45:22
154410,2012-08-03-13:45:23
264507,2012-08-03-13:45:26
957720,2012-08-03-13:45:28
377181,2012-08-03-13:45:31
314562,2012-08-03-13:45:32
73059,2012-08-03-13:45:38
5781,2012-08-03-13:45:40
991186,2012-08-03-13:45:43
516422,2012-08-03-13:45:46
1187804,2012-08-03-13:45:46
393505,2012-08-03-13:45:47
1471178,2012-08-03-13:45:48
191823,2012-08-03-13:45:55
841065,2012-08-03-13:46:00
571613,2012-08-03-13:46:02
1735672,2012-08-03-13:46:03
1252657,2012-08-03-13:46:04
317598,2012-08-03-13:46:05
1200988,2012-08-03-13:46:06
1106775,2012-08-03-13:46:08
404710,2012-08-03-13:46:08
827655,2012-08-03-13:46:09
1496024,2012-08-03-13:46:14
1331093,2012-08-03-13:46:17
1459311,2012-08-03-13:46:18
1055500,2012-08-03-13:46:18
1071066,2012-08-03-13:46:21
1071066,2012-08-03-13:46:21
937431,2012-08-03-13:46:22
493465,2012-08-03-13:46:23
894412,2012-08-03-13:46:24
49602,2012-08-03-13:46:27
1214458,2012-08-03-13:46:29
888648,2012-08-03-13:46:31
364961,2012-08-03-13:46:40
1607425,2012-08-03-13:46:40
165712,2012-08-03-13:46:40
208291,2012-08-03-13:46:40
1455784,2012-08-03-13:46:43
833567,2012-08-03-13:46:46
533058,2012-08-03-13:46:48
1458055,2012-08-03-13:46:51
842546,2012-08-03-13:46:52
1127866,2012-08-03-13:46:53
1102904,2012-08-03-13:46:54
45636,2012-08-03-13:46:54
278790,2012-08-03-13:46:56
459484,2012-08-03-13:46:58
1711887,2012-08-03-13:47:00
948221,2012-08-03-13:47:02
232971,2012-08-03-13:47:09
895017,2012-08-03-13:47:10
1204677,2012-08-03-13:47:10
563375,2012-08-03-13:47:13
424860,2012-08-03-13:47:13
1614594,2012-08-03-13:47:15
768420,2012-08-03-13:47:27
1257843,2012-08-03-13:47:29
1032504,2012-08-03-13:47:29
663818,2012-08-03-13:47:36
956924,2012-08-03-13:47:38
110825,2012-08-03-13:47:42
936308,2012-08-03-13:47:43
545799,2012-08-03-13:47:45
1457534,2012-08-03-13:47:47
1030111,2012-08-03-13:47:47
326477,2012-08-03-13:47:48
733089,2012-08-03-13:47:48
223894,2012-08-03-13:47:48
1738419,2012-08-03-13:47:51
564479,2012-08-03-13:47:58
1448868,2012-08-03-13:48:00
900244,2012-08-03-13:48:02
1289433,2012-08-03-13:48:04
936066,2012-08-03-13:48:18
600052,2012-08-03-13:48:20
455025,2012-08-03-13:48:20
511707,2012-08-03-13:48:22
460186,2012-08-03-13:48:24
460186,2012-08-03-13:48:24
1206547,2012-08-03-13:48:26
1310650,2012-08-03-13:48:28
886447,2012-08-03-13:48:38
65098,2012-08-03-13:48:38
74952,2012-08-03-13:48:38
89523,2012-08-03-13:48:38
1740028,2012-08-03-13:48:39
1540863,2012-08-03-13:48:39
554234,2012-08-03-13:48:43
796538,2012-08-03-13:48:44
1675748,2012-08-03-13:48:45
526669,2012-08-03-13:48:45
860785,2012-08-03-13:48:45
524856,2012-08-03-13:48:49
20204,2012-08-03-13:48:51
1120873,2012-08-03-13:48:52
337490,2012-08-03-13:48:53
430142,2012-08-03-13:48:56
456265,2012-08-03-13:48:57
472098,2012-08-03-13:48:58
1140042,2012-08-03-13:49:02
497304,2012-08-03-13:49:05
1598909,2012-08-03-13:49:10
247199,2012-08-03-13:49:13
483800,2012-08-03-13:49:15
897498,2012-08-03-13:49:15
395774,2012-08-03-13:49:19
1639858,2012-08-03-13:49:22
78693,2012-08-03-13:49:26
701326,2012-08-03-13:49:27
545590,2012-08-03-13:49:28
1012092,2012-08-03-13:49:28
154410,2012-08-03-13:49:29
1114604,2012-08-03-13:49:33
914612,2012-08-03-13:49:35
1493393,2012-08-03-13:49:38
1546173,2012-08-03-13:49:38
1272241,2012-08-03-13:49:45
527164,2012-08-03-13:49:46
445022,2012-08-03-13:49:46
601659,2012-08-03-13:49:50
835003,2012-08-03-13:49:51
1487133,2012-08-03-13:49:52
290720,2012-08-03-13:49:53
9208,2012-08-03-13:49:54
1631930,2012-08-03-13:50:00
601961,2012-08-03-13:50:00
128966,2012-08-03-13:50:01
1053509,2012-08-03-13:50:04
850906,2012-08-03-13:50:09
1215341,2012-08-03-13:50:12
1540522,2012-08-03-13:50:13
674,2012-08-03-13:50:14
1626146,2012-08-03-13:50:14
1626146,2012-08-03-13:50:14
96085,2012-08-03-13:50:17
943046,2012-08-03-13:50:19
897833,2012-08-03-13:50:21
872929,2012-08-03-13:50:22
313142,2012-08-03-13:50:22
858655,2012-08-03-13:50:24
103703,2012-08-03-13:50:24
1054445,2012-08-03-13:50:27
1527390,2012-08-03-13:50:29
665095,2012-08-03-13:50:29
793152,2012-08-03-13:50:30
888103,2012-08-03-13:50:31
509665,2012-08-03-13:50:35
583161,2012-08-03-13:50:35
1343187,2012-08-03-13:50:37
332768,2012-08-03-13:50:37
1343187,2012-08-03-13:50:37
901812,2012-08-03-13:50:38
506562,2012-08-03-13:50:39
647860,2012-08-03-13:50:40
55212,2012-08-03-13:50:45
1476400,2012-08-03-13:50:48
953112,2012-08-03-13:50:49
970696,2012-08-03-13:50:55
1380005,2012-08-03-13:50:59
1696146,2012-08-03-13:51:02
361368,2012-08-03-13:51:03
890456,2012-08-03-13:51:04
1450683,2012-08-03-13:51:07
1339799,2012-08-03-13:51:12
894748,2012-08-03-13:51:13
23017,2012-08-03-13:51:16
1683533,2012-08-03-13:51:17
440835,2012-08-03-13:51:18
233257,2012-08-03-13:51:19
61420,2012-08-03-13:51:22
326924,2012-08-03-13:51:26
1673954,2012-08-03-13:51:26
869966,2012-08-03-13:51:26
14238,2012-08-03-13:51:29
1347414,2012-08-03-13:51:33
270280,2012-08-03-13:51:40
1449285,2012-08-03-13:51:45
558195,2012-08-03-13:51:53
1502186,2012-08-03-13:51:54
427619,2012-08-03-13:51:57
953258,2012-08-03-13:51:58
1233671,2012-08-03-13:52:01
1615277,2012-08-03-13:52:01
1499933,2012-08-03-13:52:04
251480,2012-08-03-13:52:05
708635,2012-08-03-13:52:06
424414,2012-08-03-13:52:07
1055572,2012-08-03-13:52:10
930931,2012-08-03-13:52:12
740737,2012-08-03-13:52:21
233257,2012-08-03-13:52:21
684060,2012-08-03-13:52:24
388932,2012-08-03-13:52:26
242208,2012-08-03-13:52:33
76408,2012-08-03-13:52:35
867618,2012-08-03-13:52:36
1114604,2012-08-03-13:52:40
372210,2012-08-03-13:52:40
236483,2012-08-03-13:52:40
1328491,2012-08-03-13:52:41
1540522,2012-08-03-13:52:51
357670,2012-08-03-13:52:51
676343,2012-08-03-13:52:51
1276720,2012-08-03-13:52:55
284930,2012-08-03-13:52:55
825958,2012-08-03-13:52:56
1551643,2012-08-03-13:52:57
494249,2012-08-03-13:53:00
170013,2012-08-03-13:53:01
57929,2012-08-03-13:53:04
73558,2012-08-03-13:53:05
295416,2012-08-03-13:53:06
1394763,2012-08-03-13:53:07
952682,2012-08-03-13:53:07
64067,2012-08-03-13:53:07
445345,2012-08-03-13:53:14
243337,2012-08-03-13:53:15
1417723,2012-08-03-13:53:16
1012276,2012-08-03-13:53:18
1483288,2012-08-03-13:53:21
1108587,2012-08-03-13:53:22
641567,2012-08-03-13:53:26
641567,2012-08-03-13:53:26
1454023,2012-08-03-13:53:28
943851,2012-08-03-13:53:29
1693359,2012-08-03-13:53:30
240771,2012-08-03-13:53:32
1050629,2012-08-03-13:53:35
691630,2012-08-03-13:53:36
1519026,2012-08-03-13:53:36
244882,2012-08-03-13:53:37
933615,2012-08-03-13:53:38
804888,2012-08-03-13:53:40
1087293,2012-08-03-13:53:43
541467,2012-08-03-13:53:43
996542,2012-08-03-13:53:43
1229828,2012-08-03-13:53:46
731810,2012-08-03-13:53:46
691494,2012-08-03-13:53:47
108131,2012-08-03-13:53:49
254122,2012-08-03-13:53:49
794301,2012-08-03-13:53:55
1621118,2012-08-03-13:53:59
1621118,2012-08-03-13:53:59
344963,2012-08-03-13:54:01
1148987,2012-08-03-13:54:06
49804,2012-08-03-13:54:06
840018,2012-08-03-13:54:07
344047,2012-08-03-13:54:11
448786,2012-08-03-13:54:12
562237,2012-08-03-13:54:15
1572390,2012-08-03-13:54:22
576012,2012-08-03-13:54:29
358286,2012-08-03-13:54:29
372521,2012-08-03-13:54:29
406259,2012-08-03-13:54:31
917719,2012-08-03-13:54:31
1530694,2012-08-03-13:54:40
1461021,2012-08-03-13:54:42
605824,2012-08-03-13:54:42
1532212,2012-08-03-13:54:44
10769,2012-08-03-13:54:46
853299,2012-08-03-13:54:52
1493966,2012-08-03-13:54:53
878653,2012-08-03-13:54:56
1459269,2012-08-03-13:54:59
1591729,2012-08-03-13:55:00
1500375,2012-08-03-13:55:01
1007828,2012-08-03-13:55:03
899159,2012-08-03-13:55:04
4114,2012-08-03-13:55:14
434409,2012-08-03-13:55:16
912449,2012-08-03-13:55:16
1022976,2012-08-03-13:55:18
253153,2012-08-03-13:55:19
631524,2012-08-03-13:55:21
55212,2012-08-03-13:55:21
1683899,2012-08-03-13:55:24
1200983,2012-08-03-13:55:25
807038,2012-08-03-13:55:37
315290,2012-08-03-13:55:38
1185874,2012-08-03-13:55:40
762394,2012-08-03-13:55:41
762394,2012-08-03-13:55:41
546881,2012-08-03-13:55:42
247544,2012-08-03-13:55:42
370078,2012-08-03-13:55:43
1190812,2012-08-03-13:55:49
1008733,2012-08-03-13:55:55
1134113,2012-08-03-13:55:56
1262108,2012-08-03-13:55:56
325318,2012-08-03-13:55:58
1228145,2012-08-03-13:56:02
1307513,2012-08-03-13:56:05
1498452,2012-08-03-13:56:06
1451290,2012-08-03-13:56:11
1583960,2012-08-03-13:56:14
1295369,2012-08-03-13:56:19
544808,2012-08-03-13:56:22
1142492,2012-08-03-13:56:27
1117510,2012-08-03-13:56:28
490095,2012-08-03-13:56:31
667051,2012-08-03-13:56:33
1658329,2012-08-03-13:56:35
15303,2012-08-03-13:56:35
932844,2012-08-03-13:56:38
1071006,2012-08-03-13:56:39
1071006,2012-08-03-13:56:39
612978,2012-08-03-13:56:40
1226794,2012-08-03-13:56:43
428670,2012-08-03-13:56:45
835824,2012-08-03-13:56:48
1080338,2012-08-03-13:56:49
1680715,2012-08-03-13:56:53
1510387,2012-08-03-13:56:57
100078,2012-08-03-13:56:57
630116,2012-08-03-13:56:59
877024,2012-08-03-13:57:00
287622,2012-08-03-13:57:01
15534,2012-08-03-13:57:03
1529894,2012-08-03-13:57:07
573736,2012-08-03-13:57:07
1215304,2012-08-03-13:57:08
591850,2012-08-03-13:57:10
673835,2012-08-03-13:57:10
225399,2012-08-03-13:57:12
1626015,2012-08-03-13:57:15
1626015,2012-08-03-13:57:15
4167,2012-08-03-13:57:17
1158158,2012-08-03-13:57:17
510242,2012-08-03-13:57:18
1649374,2012-08-03-13:57:25
1022976,2012-08-03-13:57:25
1345847,2012-08-03-13:57:27
572994,2012-08-03-13:57:29
890261,2012-08-03-13:57:30
385373,2012-08-03-13:57:36
456502,2012-08-03-13:57:37
1242887,2012-08-03-13:57:40
898404,2012-08-03-13:57:43
877396,2012-08-03-13:57:47
238372,2012-08-03-13:57:49
424195,2012-08-03-13:57:52
1709197,2012-08-03-13:57:58
1335458,2012-08-03-13:57:59
1472312,2012-08-03-13:58:00
1223081,2012-08-03-13:58:00
333322,2012-08-03-13:58:01
923138,2012-08-03-13:58:12
790467,2012-08-03-13:58:18
836408,2012-08-03-13:58:20
333322,2012-08-03-13:58:20
1321599,2012-08-03-13:58:21
859543,2012-08-03-13:58:22
1378008,2012-08-03-13:58:26
320314,2012-08-03-13:58:28
908563,2012-08-03-13:58:36
1287904,2012-08-03-13:58:41
650496,2012-08-03-13:58:44
1118229,2012-08-03-13:58:45
86808,2012-08-03-13:58:45
535845,2012-08-03-13:58:46
993258,2012-08-03-13:58:48
383886,2012-08-03-13:58:49
1301114,2012-08-03-13:58:50
648023,2012-08-03-13:58:52
1209869,2012-08-03-13:58:54
561406,2012-08-03-13:58:56
466103,2012-08-03-13:58:58
466103,2012-08-03-13:58:58
614129,2012-08-03-13:58:59
837181,2012-08-03-13:59:02
241848,2012-08-03-13:59:03
1207810,2012-08-03-13:59:09
839851,2012-08-03-13:59:12
1472395,2012-08-03-13:59:20
894188,2012-08-03-13:59:24
294053,2012-08-03-13:59:26
1186872,2012-08-03-13:59:30
434050,2012-08-03-13:59:30
1651749,2012-08-03-13:59:31
1467053,2012-08-03-13:59:33
247621,2012-08-03-13:59:33
33012,2012-08-03-13:59:34
834671,2012-08-03-13:59:35
58986,2012-08-03-13:59:36
1404503,2012-08-03-13:59:43
1079810,2012-08-03-13:59:44
733550,2012-08-03-13:59:45
57851,2012-08-03-13:59:46
1478062,2012-08-03-13:59:49
1574936,2012-08-03-13:59:49
1211342,2012-08-03-13:59:54
728392,2012-08-03-13:59:56
1503195,2012-08-03-13:59:57
24721,2012-08-03-14:00:01
498169,2012-08-03-14:00:06
605616,2012-08-03-14:00:11
359782,2012-08-03-14:00:17
1456738,2012-08-03-14:00:19
899291,2012-08-03-14:00:19
854537,2012-08-03-14:00:25
834512,2012-08-03-14:00:31
62036,2012-08-03-14:00:31
280060,2012-08-03-14:00:31
1343718,2012-08-03-14:00:32
1343718,2012-08-03-14:00:32
726244,2012-08-03-14:00:45
1618014,2012-08-03-14:00:52
576401,2012-08-03-14:00:53
1495592,2012-08-03-14:00:57
353241,2012-08-03-14:01:03
131349,2012-08-03-14:01:04
1092041,2012-08-03-14:01:09
558912,2012-08-03-14:01:11
905963,2012-08-03-14:01:20
598749,2012-08-03-14:01:23
1283762,2012-08-03-14:01:23
312677,2012-08-03-14:01:23
301328,2012-08-03-14:01:27
1531546,2012-08-03-14:01:35
51091,2012-08-03-14:01:41
1473066,2012-08-03-14:01:43
512132,2012-08-03-14:01:47
437666,2012-08-03-14:01:48
1029814,2012-08-03-14:01:56
