source,target
650496,466591
650496,618249
618249,650496
650496,898404
650496,908462
650591,83962
83962,650591
650591,908462
650855,551781
651622,340122
340122,651622
651622,355368
355368,651622
651852,1168635
1168635,651852
651894,1068927
1068927,651894
652185,20651
652185,1647604
1647604,652185
652228,558890
558890,652228
652497,347981
347981,652497
652497,490069
490069,652497
652497,897428
652497,1455956
652966,991199
653106,915795
915795,653106
653106,1234624
1234624,653106
653200,1269536
1269536,653200
653373,20651
653373,897428
653373,908462
653373,920230
653373,1548057
653481,10477
653481,447757
653481,613703
653481,846241
846241,653481
653747,908462
653747,1548057
654351,436705
654512,214137
654512,838120
838120,654512
654512,1572390
654512,1613811
654544,1082241
1082241,654544
654617,1446141
654803,55536
654803,71735
654803,193295
654803,466591
654803,478114
654803,489970
654803,795397
654803,1544204
654957,65328
65328,654957
654957,236590
654957,242163
242163,654957
654957,264507
654957,267081
654957,309993
309993,654957
654957,398578
654957,412120
412120,654957
654957,425661
425661,654957
654957,539629
539629,654957
654957,810231
810231,654957
654957,840573
840573,654957
654957,921616
921616,654957
654957,933581
933581,654957
654957,987089
987089,654957
654957,1002109
1002109,654957
654957,1031561
1031561,654957
654957,1118961
1118961,654957
654957,1240565
1240565,654957
654957,1454463
1454463,654957
654957,1486748
1486748,654957
654957,1502040
654957,1553284
1553284,654957
654957,1599712
1599712,654957
655116,552410
552410,655116
655116,647860
647860,655116
655508,68517
68517,655508
655508,68639
655508,90474
90474,655508
655508,297286
297286,655508
655508,439592
439592,655508
655508,693511
693511,655508
655508,897428
655508,908462
655508,1240565
1240565,655508
655508,1305793
1305793,655508
655508,1323416
1323416,655508
655508,1529697
1529697,655508
655508,1604310
1604310,655508
655508,1660335
1660335,655508
656024,551781
656024,935228
656024,973399
656024,1019382
656024,1021158
1021158,656024
656024,1722045
1722045,656024
656253,551781
656253,908462
656253,933581
933581,656253
656320,106106
106106,656320
656320,322399
322399,656320
656320,333916
333916,656320
656320,428607
428607,656320
656320,496710
496710,656320
656320,803075
803075,656320
656320,826535
656320,908462
656320,1454520
1454520,656320
656383,408501
408501,656383
656383,1234624
1234624,656383
656455,96513
656455,436705
656527,51203
656527,551781
656527,826535
656527,941881
941881,656527
656527,991199
656527,1019382
656527,1448963
1448963,656527
656767,34127
34127,656767
656767,437674
437674,656767
656767,558611
558611,656767
656767,1240614
1240614,656767
656834,1194649
1194649,656834
656942,436705
657078,341139
341139,657078
657078,1289580
1289580,657078
657078,1518379
1518379,657078
657125,436705
657312,436705
657507,101163
657507,239751
657507,333185
333185,657507
657507,448436
657507,1051263
1051263,657507
657545,951740
951740,657545
658868,391894
391894,658868
658868,1483297
659567,454142
659715,4305
659715,451339
659805,928091
928091,659805
659942,35555
659942,134833
134833,659942
659942,258584
659942,436705
659942,707496
659942,800268
659942,868142
659942,897428
659942,908462
659942,1396234
1396234,659942
660025,91696
91696,660025
660025,803110
660025,908462
660025,1230188
1230188,660025
660045,1681666
1681666,660045
660058,376341
376341,660058
660058,436705
660058,1252920
1252920,660058
660461,859656
859656,660461
660461,1620277
1620277,660461
660461,1686565
1686565,660461
660496,908462
660539,1622218
660570,51203
660570,908462
660570,1086903
1086903,660570
660570,1507398
660583,10823
10823,660583
660583,973399
660583,1248659
1248659,660583
660583,1611910
660763,623700
623700,660763
660763,1324046
1324046,660763
660763,1457113
1457113,660763
660848,436705
660848,575717
660848,1501577
1501577,660848
660858,436705
661393,436705
661393,909784
909784,661393
661393,1194798
1194798,661393
661560,287590
661560,419242
419242,661560
661560,919711
919711,661560
661644,842697
842697,661644
661688,466556
661688,466591
661688,897428
661688,915795
661688,1467578
661688,1501799
661688,1544204
662025,908462
662025,1007098
662025,1446141
662032,436705
662571,244599
244599,662571
662571,457133
457133,662571
662571,474686
662571,908462
662571,1318259
1318259,662571
663163,1716808
663223,257255
663301,100078
100078,663301
663301,1498539
1498539,663301
663319,7418
7418,663319
663319,474686
663319,526669
663319,901161
663319,1057730
1057730,663319
663319,1305793
1305793,663319
663319,1717636
663676,436705
663694,55791
55791,663694
663818,459877
459877,663818
664053,908462
664053,1664164
1664164,664053
664305,908462
664305,1031798
1031798,664305
664999,908462
665095,283246
665095,500970
500970,665095
665095,515146
665095,682354
665216,436705
665216,459877
459877,665216
665287,55536
665287,79441
665287,653106
665287,868326
665287,1426787
1426787,665287
665287,1455006
665287,1500429
1500429,665287
665426,984608
665426,1292078
1292078,665426
665426,1512294
1512294,665426
665492,441647
665492,961077
665790,598242
598242,665790
666439,1193745
666748,239022
666748,1510896
1510896,666748
667051,332296
332296,667051
667051,1233577
1233577,667051
667059,327025
327025,667059
667059,551781
667290,932627
932627,667290
667416,1770310
667675,436705
667675,973399
667675,1548416
667697,570649
667697,938061
667697,973399
667697,1073197
667697,1187364
667697,1332761
668434,1417134
1417134,668434
668434,1746671
1746671,668434
668775,908462
668868,371888
668901,424229
424229,668901
668901,1548416
668901,1555225
669166,500172
669166,1310650
1310650,669166
669166,1572390
1572390,669166
669262,311021
669262,429824
429824,669262
669262,683375
683375,669262
669262,824502
669262,860785
860785,669262
669262,1230290
669262,1506172
1506172,669262
669262,1652896
1652896,669262
669280,436705
670284,63530
63530,670284
670284,106106
106106,670284
670284,314144
314144,670284
670523,436705
670523,446520
446520,670523
670523,973399
670523,1446141
670799,24417
24417,670799
670799,28684
28684,670799
670799,56218
56218,670799
670799,246314
246314,670799
670799,334201
670799,342345
670799,427867
670799,432118
432118,670799
670799,448734
448734,670799
670799,474274
474274,670799
670799,522462
670799,797074
797074,670799
670799,868459
868459,670799
670799,890463
890463,670799
670799,925582
670799,1515447
1515447,670799
670799,1569555
670799,1780949
1780949,670799
670889,908462
670889,953627
953627,670889
670889,1727167
1727167,670889
671229,1462502
1462502,671229
671382,908462
671712,436705
671712,955388
955388,671712
672090,619633
619633,672090
672090,1456271
1456271,672090
672250,253816
253816,672250
672461,436705
672461,973399
672461,1543478
672832,35471
35471,672832
672832,1356985
1356985,672832
673174,364714
673174,366344
673174,404672
673174,429756
429756,673174
673174,466556
466556,673174
673174,518104
518104,673174
673174,593807
673174,890431
673174,1343011
1343011,673174
673174,1458507
673204,501466
673487,2597
2597,673487
673487,41403
41403,673487
673487,47003
47003,673487
673487,354008
673487,856292
856292,673487
673487,1263719
1263719,673487
673654,867
673654,55536
673654,108764
673654,366344
673654,422872
673654,436705
673654,619629
619629,673654
673654,899653
673654,908462
673810,438621
438621,673810
673810,472916
673810,857677
857677,673810
673810,908462
673810,1262114
673835,51203
673835,224470
224470,673835
673835,312677
312677,673835
673856,436705
673856,453312
453312,673856
673856,641416
641416,673856
673856,866428
866428,673856
673856,908462
673856,1301500
1301500,673856
673856,1302200
1302200,673856
673856,1546204
1546204,673856
673960,4305
673960,71735
673960,123440
673960,280538
673960,398305
398305,673960
673960,420791
420791,673960
673960,451339
673960,459877
673960,808954
673960,837181
673960,878382
878382,673960
673960,973399
673960,1226909
673978,123440
673978,646061
646061,673978
673978,1030089
674156,18183
18183,674156
674156,40026
674156,1680715
674737,328240
328240,674737
674737,424229
424229,674737
674737,516422
516422,674737
674737,633307
633307,674737
674737,681474
681474,674737
674737,1078734
1078734,674737
674737,1137804
1137804,674737
674737,1383579
1383579,674737
674737,1548416
1548416,674737
674739,908462
674796,285425
285425,674796
674796,427619
674796,436705
674796,559707
559707,674796
674796,585003
674796,972010
674796,972168
674796,1212701
674796,1320904
674796,1581672
674796,1611324
674927,23802
674927,72148
674927,517811
674927,929754
674927,975538
674927,1053509
1053509,674927
674927,1058714
674927,1131636
674927,1485462
1485462,674927
674927,1640303
674927,1746422
675052,551781
675671,834299
834299,675671
675673,292424
292424,675673
675673,493577
675673,901135
675673,1241605
675673,1256015
1256015,675673
675673,1521520
675704,436705
675991,436705
676343,123440
676343,451339
676560,4305
676560,51184
676560,71735
676560,123440
676560,203026
676560,234397
676560,280538
280538,676560
676560,289287
676560,298246
676560,333916
676560,430579
676560,451339
676560,545503
545503,676560
676560,688799
676560,743564
743564,676560
676560,785255
785255,676560
676560,806668
806668,676560
676560,811381
676560,901672
676560,1030089
676560,1226909
676560,1233792
1233792,676560
676560,1277439
676560,1309439
1309439,676560
676560,1324046
676560,1347573
676560,1429596
1429596,676560
676560,1542124
676560,1666926
1666926,676560
677160,512971
677160,1590046
1590046,677160
677272,67585
67585,677272
677272,313142
313142,677272
677272,529116
677272,614297
677272,617344
617344,677272
677272,681990
681990,677272
677272,973399
677272,1078734
1078734,677272
677272,1115155
1115155,677272
677272,1127763
1127763,677272
677272,1297877
1297877,677272
677272,1501661
1501661,677272
677272,1548416
1548416,677272
677272,1649190
1649190,677272
677272,1698695
677272,1738736
1738736,677272
677443,428217
428217,677443
677443,1240004
1240004,677443
677443,1599712
1599712,677443
677852,465522
465522,677852
677852,467911
467911,677852
677852,608649
608649,677852
677852,649211
649211,677852
677852,908462
678422,29369
29369,678422
678422,33428
33428,678422
678422,41413
41413,678422
678422,51203
678422,55536
678422,347981
678422,456861
678422,466591
678422,801912
678422,804554
678422,863084
678422,891098
891098,678422
678422,894121
678422,895614
678422,1446141
678422,1467578
678422,1487503
678422,1544204
678474,531104
531104,678474
678509,43715
43715,678509
678509,51091
51091,678509
678509,216013
216013,678509
678509,252878
252878,678509
678509,280538
280538,678509
678509,341389
341389,678509
678509,426746
426746,678509
678509,437659
437659,678509
678509,451339
451339,678509
678509,737072
737072,678509
678509,801912
801912,678509
678509,847373
847373,678509
678509,883877
883877,678509
678509,908462
678509,952243
952243,678509
678509,1129883
1129883,678509
678509,1134597
1134597,678509
678509,1249278
1249278,678509
678509,1301184
1301184,678509
678509,1489252
1489252,678509
678509,1556044
1556044,678509
678509,1666926
1666926,678509
678509,1678464
1678464,678509
678509,1683002
1683002,678509
678770,853001
678770,1271060
1271060,678770
679176,436705
679434,582639
582639,679434
679434,852380
852380,679434
679434,869414
869414,679434
680367,41403
41403,680367
680367,272233
272233,680367
680367,366344
680367,466591
680367,551611
551611,680367
680367,707653
707653,680367
680367,908462
680367,1240565
1240565,680367
680367,1314976
1314976,680367
680367,1359144
1359144,680367
680367,1478242
680367,1483373
1483373,680367
680527,371888
680527,895614
680527,903899
680527,987281
680527,1620357
680851,474686
680851,1133078
1133078,680851
680851,1453469
1453469,680851
680851,1662254
1662254,680851
681156,325826
325826,681156
681156,436705
681156,648472
648472,681156
681156,808366
808366,681156
681156,872762
872762,681156
681156,1205117
1205117,681156
681474,119546
119546,681474
681474,328240
328240,681474
681474,418639
418639,681474
681474,633307
681474,674737
674737,681474
681474,973399
681474,1078734
1078734,681474
681474,1412463
1412463,681474
681474,1632367
1632367,681474
681624,630269
630269,681624
681624,908462
681624,1078734
1078734,681624
681624,1555197
1555197,681624
681752,436705
681752,575717
681866,738898
738898,681866
681866,1456738
681883,846364
846364,681883
681990,90437
90437,681990
681990,119546
119546,681990
681990,313142
313142,681990
681990,328240
328240,681990
681990,677272
677272,681990
681990,815841
815841,681990
681990,1150380
1150380,681990
681990,1222971
1222971,681990
681990,1281081
1281081,681990
681990,1297877
1297877,681990
681990,1579975
1579975,681990
681990,1649190
1649190,681990
681990,1738736
1738736,681990
682296,18504
682296,159146
159146,682296
682296,436705
682296,1290487
1290487,682296
682354,283246
682354,429164
429164,682354
682354,539692
682354,933473
933473,682354
682354,1047400
682354,1316538
1316538,682354
682713,29369
29369,682713
682713,242210
242210,682713
682713,263033
263033,682713
683375,428217
428217,683375
683375,623362
623362,683375
683375,669262
669262,683375
683375,1320264
1320264,683375
683905,4726
4726,683905
683905,25000
25000,683905
683905,136638
136638,683905
683905,150021
150021,683905
683905,163206
163206,683905
683905,259548
259548,683905
683905,326838
326838,683905
683905,704385
704385,683905
683905,712285
712285,683905
683905,805210
805210,683905
683905,1230290
1230290,683905
683905,1383219
1383219,683905
683905,1565573
1565573,683905
684060,219977
219977,684060
684118,260712
260712,684118
684118,1672436
1672436,684118
685347,411255
685347,436705
685496,18309
685496,422444
422444,685496
685496,430876
685496,458830
458830,685496
685496,551781
685496,841581
841581,685496
685496,856292
856292,685496
685496,908462
685496,1289433
1289433,685496
685957,618464
618464,685957
685980,1456476
686025,1034352
1034352,686025
686258,1053072
1053072,686258
686258,1267710
1267710,686258
686258,1575997
1575997,686258
686409,51352
686409,265649
686409,269916
269916,686409
686409,325569
686409,796955
686409,800766
686409,908462
686409,939811
686409,1041927
686409,1320264
1320264,686409
686409,1323058
686409,1530002
1530002,686409
686409,1686565
1686565,686409
686436,801844
686436,868326
686436,908462
686436,1039616
686436,1455006
686935,359376
359376,686935
687473,908462
687643,52132
52132,687643
687643,355135
355135,687643
687643,908462
687741,650303
687741,908462
687741,1203576
1203576,687741
687763,71735
687763,238228
687763,436705
688576,908462
688799,7411
7411,688799
688799,19938
19938,688799
688799,20159
20159,688799
688799,68517
68517,688799
688799,71208
71208,688799
688799,225670
225670,688799
688799,291669
291669,688799
688799,361506
361506,688799
688799,420791
420791,688799
688799,425661
425661,688799
688799,454206
454206,688799
688799,461502
461502,688799
688799,463975
463975,688799
688799,547640
547640,688799
688799,697605
697605,688799
688799,711932
711932,688799
688799,741824
741824,688799
688799,743564
743564,688799
688799,761847
761847,688799
688799,840928
840928,688799
688799,858817
858817,688799
688799,860029
860029,688799
688799,896732
896732,688799
688799,912911
912911,688799
688799,953544
953544,688799
688799,1097166
1097166,688799
688799,1300261
1300261,688799
688799,1421151
1421151,688799
688799,1429596
1429596,688799
688799,1453449
1453449,688799
688799,1466780
1466780,688799
688799,1474076
1474076,688799
688799,1719370
1719370,688799
688948,55536
689269,62017
689269,71735
689269,478114
689269,895614
689269,908462
689269,937060
689269,1463256
689269,1467578
689350,42147
689350,434343
689350,1316895
1316895,689350
689350,1565988
689653,386532
386532,689653
689653,1456404
1456404,689653
689695,4947
4947,689695
689695,414600
414600,689695
689695,551781
689695,1603229
1603229,689695
689695,1744321
689967,436705
689967,861828
690050,908462
690050,1543478
690050,1762840
1762840,690050
690050,1783534
1783534,690050
691372,502632
502632,691372
691372,551781
691372,815569
691372,829567
829567,691372
691372,842880
842880,691372
691372,941916
941916,691372
691372,1496867
1496867,691372
691372,1501799
691494,466591
691630,484127
484127,691630
691630,908462
691630,1087593
691630,1696580
1696580,691630
691761,221571
221571,691761
691761,728580
728580,691761
691761,1082410
691761,1209075
1209075,691761
692025,436705
692050,749474
749474,692050
692153,908462
692226,55536
692226,826535
692226,973399
692226,1713722
1713722,692226
692691,561402
693249,436705
693249,935228
693379,107271
693379,249364
693379,428648
693379,449064
693379,801912
693379,826535
693379,902313
693379,908462
693511,52544
52544,693511
693511,655508
655508,693511
693511,835256
835256,693511
693511,988054
988054,693511
693511,1120873
1120873,693511
693511,1383219
1383219,693511
693611,852738
693611,1254712
693611,1508922
693714,371888
694015,719437
719437,694015
694015,898986
694015,1342717
1342717,694015
694015,1555225
694132,551781
694132,908462
695095,1131636
1131636,695095
695095,1332761
1332761,695095
695095,1688308
695564,864313
695564,897428
695564,908462
695564,951471
695564,1082242
1082242,695564
695564,1487457
695564,1570815
695564,1672859
695615,56804
56804,695615
695615,208673
208673,695615
695615,429012
429012,695615
695615,465522
465522,695615
695615,628243
695615,959636
959636,695615
695615,1459657
1459657,695615
695615,1577606
1577606,695615
695615,1715823
1715823,695615
696156,120947
120947,696156
696156,436705
696156,887268
696156,908462
696156,973399
696156,1467578
697528,909784
909784,697528
697605,4305
697605,25000
697605,71208
71208,697605
697605,71735
697605,121781
697605,123440
697605,145780
697605,263530
697605,451339
697605,459877
697605,504170
504170,697605
697605,688799
688799,697605
697605,716690
716690,697605
697605,836030
836030,697605
697605,895614
697605,903899
697605,908462
697605,1324046
1324046,697605
697605,1347573
697605,1429596
1429596,697605
697605,1465207
1465207,697605
697605,1649288
697685,908462
697706,559206
559206,697706
697706,843463
697706,894121
697706,899653
697706,1314976
1314976,697706
697730,991938
697924,238192
697924,1588002
1588002,697924
698453,1381544
698453,1486345
699251,944655
944655,699251
699931,1570029
1570029,699931
699991,33643
33643,699991
699991,1129836
1129836,699991
700683,237681
237681,700683
700928,823999
700928,904579
904579,700928
700928,1358409
701595,221936
221936,701595
701595,894148
701844,23387
23387,701844
701844,321735
321735,701844
701844,1315681
1315681,701844
702133,20651
702133,47152
702133,437026
437026,702133
702133,598242
598242,702133
702133,775179
775179,702133
702133,897507
897507,702133
702133,1456968
702133,1488941
1488941,702133
702133,1525737
702282,47839
702282,54858
702282,67766
67766,702282
702282,115949
702282,261748
702282,494370
702282,499346
702282,821197
702282,827655
702282,846354
702282,857361
702282,864073
702282,869072
702282,1081227
1081227,702282
702282,1219524
702282,1284712
702282,1284720
702282,1513029
702282,1523723
1523723,702282
702282,1620357
702282,1669197
1669197,702282
702331,2806
702331,233730
233730,702331
702331,234397
702331,345679
345679,702331
702331,430579
702331,436705
702331,478114
702331,603929
603929,702331
702331,803417
702331,805278
805278,702331
702331,810557
810557,702331
702331,814373
702331,854779
854779,702331
702331,884784
702331,908462
702331,1649288
1649288,702331
702331,1678464
702773,339125
339125,702773
703730,41403
41403,703730
703730,876029
876029,703730
703730,1661203
1661203,703730
704324,650303
704324,908462
704324,1700042
704376,456881
456881,704376
704376,653106
704376,858161
858161,704376
704376,920230
704376,1022036
1022036,704376
704376,1234624
1234624,704376
704376,1494912
1494912,704376
704385,163206
163206,704385
704385,259548
259548,704385
704385,305139
305139,704385
704385,492707
492707,704385
704385,494370
494370,704385
704385,683905
683905,704385
704385,754028
754028,704385
704385,808366
808366,704385
704385,818788
818788,704385
704385,834190
834190,704385
704385,1315461
1315461,704385
704385,1393517
1393517,704385
704385,1455431
1455431,704385
704385,1548440
1548440,704385
705430,435003
705430,521870
705430,1311383
705430,1350389
1350389,705430
705430,1455006
705430,1500429
705565,425068
425068,705565
705625,1274428
706299,908462
706299,1478149
706554,38051
38051,706554
706554,390154
390154,706554
706554,551781
706554,614297
706554,908462
706554,973399
706554,1716808
706595,882199
882199,706595
706595,1383720
707496,66885
66885,707496
707496,1393517
1393517,707496
707496,1668873
1668873,707496
707626,436705
707626,551781
707626,1548416
707653,12877
707653,371888
707653,444038
707653,492845
492845,707653
707653,575858
575858,707653
707653,680367
680367,707653
707653,1330849
1330849,707653
707685,258199
258199,707685
707685,1291230
1291230,707685
708384,1485865
1485865,708384
709535,234502
709535,342685
709535,439589
709535,456769
709535,801912
709535,894148
709661,716936
716936,709661
709661,895388
895388,709661
709661,1629855
1629855,709661
709767,23387
23387,709767
709767,1467578
709767,1661224
1661224,709767
710123,40026
710123,428141
428141,710123
710218,187042
187042,710218
710361,283246
283246,710361
710361,325826
710361,356195
356195,710361
710361,489915
710361,491340
491340,710361
710361,810231
710361,861828
710361,881986
710361,1216230
710361,1456245
710361,1463256
710361,1526747
710361,1672859
710411,387257
387257,710411
710540,40026
710540,950273
950273,710540
710540,1446141
710540,1572390
710576,34095
710576,219410
710576,436594
710576,587693
710576,975538
710576,1131636
710576,1246337
710576,1466132
710576,1711346
710723,436705
710723,973399
711300,455401
455401,711300
711300,457278
711300,908462
711336,42080
711336,628510
711336,800766
711636,430693
430693,711636
711636,1284031
1284031,711636
711932,12934
12934,711932
711932,20651
711932,25000
711932,420791
420791,711932
711932,453973
453973,711932
711932,688799
688799,711932
711932,828978
711932,836030
836030,711932
711932,908462
711932,983141
983141,711932
711932,1233792
1233792,711932
711932,1666926
1666926,711932
712285,282124
712285,683905
683905,712285
712285,753486
753486,712285
712285,948996
948996,712285
712285,1151435
1151435,712285
712285,1320264
1320264,712285
712285,1327284
1327284,712285
712285,1369751
712285,1529697
1529697,712285
712285,1551705
1551705,712285
712285,1675275
713652,22302
22302,713652
713652,908462
714214,36246
714214,467268
714214,848492
714357,22917
22917,714357
714807,278006
714807,371888
714807,436705
714807,1314698
1314698,714807
715016,47501
47501,715016
715016,68639
715016,239382
715016,245897
245897,715016
715016,425640
425640,715016
715016,492961
492961,715016
715016,897428
715016,901161
715016,1059680
1059680,715016
715016,1098831
1098831,715016
715016,1284712
715016,1370588
715016,1467965
1467965,715016
715340,1036697
1036697,715340
716690,4305
716690,9945
9945,716690
716690,71735
716690,84768
84768,716690
716690,84906
716690,93099
93099,716690
716690,123440
123440,716690
716690,197296
197296,716690
716690,223749
223749,716690
716690,227591
227591,716690
716690,280538
716690,420791
420791,716690
716690,421580
421580,716690
716690,425661
425661,716690
716690,451339
716690,455724
455724,716690
716690,459877
716690,489970
489970,716690
716690,497391
497391,716690
716690,504170
504170,716690
716690,697605
697605,716690
716690,761847
761847,716690
716690,785255
785255,716690
716690,808954
808954,716690
716690,834174
716690,836030
716690,839046
839046,716690
716690,868459
868459,716690
716690,878382
716690,908462
716690,1174404
716690,1193413
1193413,716690
716690,1226909
1226909,716690
716690,1309439
1309439,716690
716690,1347573
1347573,716690
716690,1429596
1429596,716690
716690,1666926
1666926,716690
716690,1757654
1757654,716690
716936,20651
716936,107271
716936,226944
226944,716936
716936,709661
709661,716936
716936,863084
716936,1574475
716936,1629855
1629855,716936
717059,10769
10769,717059
717059,282124
282124,717059
717059,326838
326838,717059
717059,817184
817184,717059
717059,908462
717059,1298830
1298830,717059
717059,1361109
1361109,717059
717059,1565573
1565573,717059
717059,1696580
1696580,717059
717268,471681
471681,717268
717268,551781
718201,41265
41265,718201
718206,436705
718282,520710
520710,718282
718282,551781
718282,973399
718332,144
144,718332
718332,238192
238192,718332
718332,899291
899291,718332
718332,987101
987101,718332
718332,1252878
1252878,718332
718468,305361
305361,718468
718468,484608
484608,718468
718505,436705
718505,529274
529274,718505
718505,537404
718505,551781
718505,973399
719313,1392319
719364,1455773
1455773,719364
719437,149875
149875,719437
719437,418639
418639,719437
719437,694015
694015,719437
719437,909260
909260,719437
719437,1078734
1078734,719437
719437,1222971
1222971,719437
719437,1263842
1263842,719437
719437,1606083
1606083,719437
719437,1726440
1726440,719437
719597,908462
719597,1455858
719670,551781
719670,1548416
719670,1754723
1754723,719670
720196,244228
244228,720196
720196,795208
795208,720196
720196,925582
925582,720196
721500,148898
148898,721500
721659,894148
721720,55031
721720,136179
721720,229213
229213,721720
721720,433131
721720,474686
721720,806704
721720,894748
894748,721720
721720,897428
721720,899653
721720,908462
721720,917088
721720,920230
721726,881986
721730,436705
721883,908462
722176,9703
722176,1454634
722690,404330
404330,722690
723031,20651
723031,325826
723031,410978
410978,723031
723031,457278
723031,904251
904251,723031
723031,1015972
723031,1227243
723031,1574475
723031,1675275
723031,1689981
1689981,723031
723122,18309
723122,40026
723122,55236
55236,723122
723122,71735
723122,120947
723122,441893
441893,723122
723122,551781
723122,908462
723122,973399
723122,1110374
1110374,723122
723122,1263945
1263945,723122
723122,1498710
1498710,723122
723122,1717242
1717242,723122
723300,551781
723300,1548416
723300,1632367
1632367,723300
723573,439592
439592,723573
723573,537764
723573,832325
832325,723573
723573,938789
938789,723573
723573,1460824
1460824,723573
723801,1507764
1507764,723801
724193,436705
724193,551781
724193,973399
724193,1548416
724655,10375
10375,724655
724655,42147
42147,724655
724655,260218
260218,724655
724655,831520
724655,1506134
724737,551781
725388,464881
464881,725388
725388,908462
725388,1010032
1010032,725388
725388,1302200
1302200,725388
725474,51438
725474,1494868
1494868,725474
725575,1507668
1507668,725575
726502,411255
726502,436705
726502,539625
726502,905453
726502,1213673
726502,1555225
726832,435534
435534,726832
726832,510858
727387,551781
727387,826535
728392,920230
728392,1311383
728580,691761
691761,728580
728580,1362536
1362536,728580
730005,71885
71885,730005
730005,456964
456964,730005
730005,957487
957487,730005
730005,968131
968131,730005
730085,1145771
1145771,730085
730085,1650270
1650270,730085
730095,20651
730095,436705
730095,457278
730095,459877
730095,908462
730095,1015972
730095,1467578
730747,40540
40540,730747
730747,426760
426760,730747
730747,558958
558958,730747
730747,916514
916514,730747
730747,973399
730747,1313671
1313671,730747
730747,1477826
1477826,730747
731356,1174404
731645,465728
731645,863084
731645,908462
731678,225540
225540,731678
732156,71735
732156,123440
732156,265649
732156,448436
732156,801912
732156,908462
732418,908462
733277,327923
327923,733277
733298,50524
733298,266917
266917,733298
733298,563256
734094,526613
526613,734094
734535,371888
734652,371888
734652,881986
735560,108764
735560,374109
374109,735560
735560,670799
735560,1487290
736014,554234
736014,829049
736014,1562828
737072,108421
737072,243384
737072,280538
737072,430876
737072,433642
737072,435003
737072,436705
737072,437659
737072,678509
678509,737072
737072,908462
737393,18309
737393,54858
737393,1053072
737393,1696169
1696169,737393
737600,283865
283865,737600
737600,305187
305187,737600
737600,763094
763094,737600
737600,788726
788726,737600
737600,980543
980543,737600
737600,1334377
1334377,737600
737600,1377625
1377625,737600
737962,66095
66095,737962
738898,681866
681866,738898
739279,4305
739279,71735
739279,123440
739279,145780
739279,435003
739279,454623
739279,457706
457706,739279
739279,459877
739279,556074
739279,716690
739279,761847
761847,739279
739279,808954
808954,739279
739279,908462
739279,1226909
739279,1347573
739279,1429596
1429596,739279
739279,1465207
1465207,739279
739279,1666926
739279,1744215
739869,908462
740317,397504
397504,740317
740317,908462
740317,921377
921377,740317
740692,145780
740692,603514
603514,740692
740692,1226909
740737,220821
740737,436705
740737,445291
445291,740737
740737,815469
815469,740737
740737,1105574
1105574,740737
741095,457278
741334,334201
741334,601312
601312,741334
741334,1040583
1040583,741334
741824,4305
741824,71735
741824,688799
688799,741824
742813,908462
742813,1317616
1317616,742813
743564,71735
743564,676560
676560,743564
743564,688799
688799,743564
743564,836030
836030,743564
743564,908462
743564,1324046
1324046,743564
743808,126041
743808,436705
743808,466591
743808,908462
743808,1327284
743808,1426787
743808,1555274
743808,1622950
1622950,743808
743808,1662254
1662254,743808
744073,163206
163206,744073
744181,427973
427973,744181
744181,528072
528072,744181
744352,763208
744352,1209869
1209869,744352
744841,237315
744841,436705
744841,1132351
1132351,744841
745398,474204
474204,745398
745565,1508922
746273,214394
214394,746273
746273,551781
746273,973399
746273,1019382
746334,25000
746334,25915
25915,746334
746334,42457
42457,746334
746334,156647
156647,746334
746334,244599
746334,466591
746334,754028
754028,746334
746334,896475
896475,746334
746334,938105
746334,1483288
746334,1645984
1645984,746334
746334,1675275
746334,1678464
746485,5528
746485,465141
746485,1086951
1086951,746485
746485,1507398
746485,1557354
747104,4587
4587,747104
747104,20651
747104,1257069
1257069,747104
747142,1493966
1493966,747142
747142,1635206
1635206,747142
747405,3091
3091,747405
747405,95445
95445,747405
747405,222077
222077,747405
747405,489852
489852,747405
747405,834174
834174,747405
747405,903405
747405,940894
747405,998489
998489,747405
747405,1018461
1018461,747405
747405,1324046
1324046,747405
748249,71735
748249,333933
333933,748249
748249,436090
748249,447757
748249,466914
748249,833041
833041,748249
748249,908462
749094,10823
10823,749094
749094,209453
209453,749094
749094,313142
313142,749094
749094,330088
330088,749094
749094,494266
494266,749094
749094,973399
749094,1021158
1021158,749094
749094,1115155
1115155,749094
749094,1137804
1137804,749094
749094,1548416
749094,1632367
1632367,749094
749094,1722045
1722045,749094
749401,435003
749474,458089
458089,749474
749474,462060
462060,749474
749474,692050
692050,749474
749474,968746
968746,749474
749474,1240818
1240818,749474
749672,66633
66633,749672
749672,84367
84367,749672
749672,134833
134833,749672
749672,517989
517989,749672
749672,908462
749672,923274
923274,749672
749672,1393902
1393902,749672
749828,908462
749833,1621796
750181,1279928
1279928,750181
751227,5528
752058,449608
449608,752058
752058,1654433
752135,448436
752135,457278
752135,908462
752135,1253099
1253099,752135
752286,584889
584889,752286
752813,533536
533536,752813
753486,425994
425994,753486
753486,484608
484608,753486
753486,712285
712285,753486
753486,940556
940556,753486
753486,1237381
1237381,753486
753486,1320264
1320264,753486
753486,1361228
1361228,753486
754028,25915
25915,754028
754028,42457
42457,754028
754028,79070
79070,754028
754028,156647
156647,754028
754028,345679
345679,754028
754028,436561
436561,754028
754028,704385
704385,754028
754028,746334
746334,754028
754028,917737
754028,1124183
1124183,754028
754028,1305793
1305793,754028
